"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","violations","latitude","longitude","location"
"2568190","ETO'O","ETO'O","2511638","Restaurant","Risk 1 (High)","1373 E 53RD ST ","CHICAGO","IL","60615","2022-12-07T00:00:00.000","Canvass Re-Inspection","Pass","53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NO SELF CLOSING DEVICE FOUND ON WASHROOM DOOR; MUST INSTALL A SELF CLOSING DEVICE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN WALLS AROUND AND BEHIND SINKS IN KITCHEN, COOKING EQUIPMENT AND MOP SINK AREA WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WATER STAINED CEILING TILE IN KITCHEN; INSTRUCTED TO REPLACE TILE WHERE NEEDED. OBSERVED PEELING PAINT ON THE CEILING OF THE DINING AREA; INSTRUCTED TO REMOVE AND REPAINT AREA. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOUND EXPIRED FOOD HANDLER TRAINING CERTIFICATES; INSTRUCTED THAT ALL FOOD HANDLERS MUST OBTAIN VALID FOOD HANDLER TRAINING CERTIFICATES.","41.79939802477482","-87.59217413474704","(41.79939802477482, -87.59217413474704)"
"2568116","DAMEN CITGO","CITGO","1333539","Grocery Store","Risk 3 (Low)","6300 S DAMEN AVE ","CHICAGO","IL","60636","2022-12-07T00:00:00.000","Canvass","Out of Business",,"41.77922692069256","-87.67405273137854","(41.77922692069256, -87.67405273137854)"
"2568138","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","CENTER FOR CARE AND DISCOVERY","2229445","Hospital","Risk 1 (High)","5700 S MARYLAND AVE ","CHICAGO","IL","60637","2022-12-07T00:00:00.000","Canvass","Pass","49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE FOLLOWING EQUIPMENT IN NEED OF CLEANING; MUST CLEAN AND MAINTAIN WHERE NEEDED: EXTERIOR SURFACES OF COOKING EQUIPMENT, INTERIORS OF REFRIGERATION UNITS AND FREEZERS, STORAGE SHELVES IN DRY STORAGE ROOM (CORRECTED ON SITE).   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN THE FLOORS AND FLOOR DRAINS UNDER AND AROUND EQUIPMENT WHERE NEEDED IN KITCHEN. CLEAN FLOORS IN WALK-IN UNITS UNDER SHELVES WHERE NEEDED.   | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED SOME VENTS IN THE VENTILATION SYSTEM (TWO AREAS) OVER THE GRILLS NEED CLEANING; CLEAN VENTS WHERE NEEDED. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: INSTRUCTED THAT ALL FOOD HANDLERS THAT ARE NOT CITY OF CHICAGO FOOD SERVICE MANAGERS MUST OBTAIN THE REQUIRED FOOD HANDLER TRAINING AND THAT CERTIFICATES MUST BE PRESENTED DURING INSPECTIONS.","41.79126061783551","-87.60508491200589","(41.79126061783551, -87.60508491200589)"
"2568153","SORA TEMAKERIA, LLC","SORA TEMAKERIA, LLC","2569202","Restaurant","Risk 1 (High)","3508 W 26TH ST ","CHICAGO","IL","60623","2022-12-07T00:00:00.000","Canvass","Pass w/ Conditions","22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED TCS FOOD (COOKED RICE) AT IMPROPER COLD HOLDING TEMPERATURE OF 68.7F. INSTRUCTED PERSON IN CHARGE THAT ALL COLD HELD FOODS MUST BE HELD AT 41F OR BELOW. PERSON IN CHARGE VOLUNTARILY DISCARDED 5LBS OF RICE AT A COST OF $10. PRIORITY VIOLATION 7-38-005. CITATION ISSUED.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED HAND SINK IN PREP AREA TO BE SLOW DRAINING. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN. ","41.84451619427469","-87.71277572197552","(41.84451619427469, -87.71277572197552)"
"2568173","ORANGE LINE","ORANGE LINE","2511412",,"Risk 1 (High)","5700 S CICERO AVE ","CHICAGO","IL","60638","2022-12-07T00:00:00.000","Canvass","Pass",,"41.789329323265385","-87.74164564419637","(41.789329323265385, -87.74164564419637)"
"2568136","LA MIXTECA POBLANA 2 LLC","LA MIXTECA POBLANA 2 LLC","2359305","Restaurant","Risk 1 (High)","3046-3050 W 63RD ST ","CHICAGO","IL","60629","2022-12-07T00:00:00.000","Canvass Re-Inspection","Fail","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO SOAP AT HAND WASHING SINK IN REAR PREP AREA. INSTRUCTED MANAGER TO PROVIDE SOAP FOR PROPER HANDWASHING. PRIORITY FOUNDATION 7-38-030(C) CITATION ISSUED | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  OBSERVED NO PAPER TOWELS OR SANITARY HAND DRYING DEVICES AT HAND WASHING SINK IN REAR PREP AREA. INSTRUCTED MANAGER TO PROVIDE PAPER TOWELS FOR PROPER HAND DRYING. PRIORITY FOUNDATION 7-38-030(C) REFER TO PREVIOUS VIOLATION FOR CITATION | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RUST DEPOSITS ON PREP TABLES AND CARTS IN REAR PREP AREA. INSTRUCTED MANAGER TO REPLACE AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED FOOD DEBRIS AND SPILLS ON INTERIOR AND EXTERIOR SURFACES OF UNUSED EQUIPMENT, PREP TABLES, SHELVING UNITS, BEVERAGE MACHINES, COOLERS, FREEZERS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKING DRAINPIPE UNDER HAND WASHING SINK IN WOMEN WASHROOM. OBSERVED FRONT HAND WASHING SINK SLOWLY DRAINING. INSTRUCTED MANAGER TO REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED ARTICLES AND EQUIPMENT IN PREP AND STORAGE AREAS. INSTRUCTED MANAGER TO REMOVE ALL UNNECESSARY ITEMS TO PREVENT PEST HARBORAGE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER TRAINING FOR EMPLOYEES. INSTRUCTED MANAGER TO PROVIDE. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION VIOLATIONS NOT CORRECTED FROM REPORT #2567173 ON 11-16-22: 38-OBSERVED OVER 100 MICE DROPPINGS SCATTERED ON FLOOR ALONG WALLS AND CORNERS IN WEST PREP AREA, FRONT STORAGE AREAS 50 MICE DROPPINGS SCATTERED ON FLOOR ALONG WALLS IN REAR PREP AREA, 20 MICE DROPPINGS SCATTERED ON WOODEN LEDGES UNDER FRONT COUNTER, 80 RAT DROPPINGS SCATTERED ON FLOOR ALONG WALLS AND UNDER STAIRWAY IN BASEMENT.INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. 48-OBSERVED NO CHEMICAL TEST KIT AVAILABLE. INSTRUCTED MANAGER TO PROVIDE TEST KIT FOR PROPER CONCENTRATION IN SANITIZING SOLUTIONS. 60- PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM REPORT #2553263 ON 3-22-22:37-OBSERVED BULK CONTAINERS NOT LABELED IN REAR PREP AREA, INSTRUCTED MANAGER TO LABEL ALL BULK CONTAINERS WITH COMMON NAME OF FOOD.38-OBSERVED 1/2 GAP ON BOTTOM OF REAR DOUBLE DOORS, 1/4' GAP ON BOTTOM RIGHT CORNER OF REAR DOOR NEAR WASHROOMS. INSTRUCTED MANAGER TO SEAL ALL OUTER OPENINGS ON DOOR TO PREVENT PEST ENTRY.47-OBSERVED NO STOPPERS FOR FRONT 3-COMPARTMENT SINK. INSTRUCTED MANAGER TO PROVIDE ADEQUATE STOPPERS AND MAINTAIN.52-OBSERVED ICE MACHINE WASTE LINE DRAINING INSIDE REAR HAND WASHING SINK. INSTRUCTED MANAGER TO REMOVE AND PROPERLY CONNECT TO FLOOR DRAIN.55-OBSERVED WATER SEEPAGE ALONG WALLS IN BASEMENT. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. PRIORITY 7-42-090 CITATION ISSUED","41.77912714242079","-87.70013838591088","(41.77912714242079, -87.70013838591088)"
"2568177","CHEESIE'S TRUCK LLC","CHEESIE'S TRUCK","2802982","Mobile Food Preparer","Risk 2 (Medium)","2300 S THROOP ST ","CHICAGO","IL","60608","2022-12-07T00:00:00.000","License","Pass","37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-601.11 OBSERVED LICENSE NUMBER PRINTED ON LATERAL SIDES OF THE MFP NOT AT LEAST 2 INCHES IN HEIGHT. INSTRUCTED TO REPLACE LICENSE NUMBER TO COMPLY WITH THE 'AT LEAST 2 INCHES IN HEIGHT' RULE.","41.85045102427","-87.65879785567869","(41.85045102427, -87.65879785567869)"
"2568187","SLICE FACTORY","SLICE FACTORY","2817416","Restaurant","Risk 1 (High)","5337 W BELMONT AVE ","CHICAGO","IL","60641","2022-12-07T00:00:00.000","Complaint","Pass","47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CUTTING BOARDS ON PREP TABLES WITH DEEP SCRATCHES AND STAINS. INSTRUCTED THE PERSON IN CHARGE TO RESURFACE OR REPLACE CUTTING BOARDS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED GREASE AND FOOD DEBRIS ON INTERIOR AND EXTERIOR SURFACES OF ALL COOKING EQUIPMENT. INSTRUCTED THE PERSON IN CHARGE TO CLEAN AND MAINTAIN. (NONFOOD CONTACT SURFACES) | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRTY FLOORS THROUGHOUT REAR PREPARATION AREA. INSTRUCTED THE PERSON IN CHARGE TO DETAIL CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED EQUIPMENT (BREAD PROOFER) IN THE REAR PREPARATION AREA, LOCATED NEXT TO REACH-IN COOLER. INSTRUCTED THE PERSON IN CHARGE TO REMOVE UNUSED ITEMS FROM PREMISES TO PREVENT POTENTIAL PEST HARBORAGE.","41.9385394320182","-87.7606308007806","(41.9385394320182, -87.7606308007806)"
"2568192","PIEZANO'S LTD","PIEZANO'S","18271","Restaurant","Risk 1 (High)","2601 W 47TH ST ","CHICAGO","IL","60632","2022-12-07T00:00:00.000","Canvass","Pass","36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER FOR DESSERT DISPLAY UNIT MUST PROVIDE AND MAINTAIN. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MUST ELEVATE FOOD FROM FLOOR IN WALK IN FREEZER AND COOLER AND STORE PROPERLY. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST ELIMINATE CRATES USED FOR FOOD STORAGE IN WALK IN FREEZER & REAR STORAGE AREA AND PROVIDE ADEQUATE SHELVING UNITS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST PROVIDE END CAPS ON LIGHT SHIELDS IN PREP & DISH WASHING AREAS.","41.808249049342265","-87.68938121860981","(41.808249049342265, -87.68938121860981)"
"2568156","CZERWONY KAPTUREK","LITTLE RED RIDING HOOD","2550793","Children's Services Facility","Risk 1 (High)","7626-7630 W FOSTER AVE ","CHICAGO","IL","60656","2022-12-07T00:00:00.000","Canvass","Pass",,"41.97436750072286","-87.81804729501805","(41.97436750072286, -87.81804729501805)"
"2568167","SUBWAY SANDWICH","SUBWAY","2374636","Restaurant","Risk 1 (High)","630 S CLARK ST ","CHICAGO","IL","60605","2022-12-07T00:00:00.000","Canvass","Out of Business",,"41.87392527968729","-87.63080340131089","(41.87392527968729, -87.63080340131089)"
"2568118","MJ FOOD MART","MJ FOOD MART","2882308","Grocery Store","Risk 2 (Medium)","734 S PULASKI RD ","CHICAGO","IL","60624","2022-12-07T00:00:00.000","License","Pass","53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: THE WASHROOM DOOR IS NOT SELF-CLOSING.  MANAGEMENT INSTRUCTED TO INSTALL A SELF-CLOSING DOOR DEVICE ON THE WASHROOM DOOR.","41.87146379603737","-87.72551295077979","(41.87146379603737, -87.72551295077979)"
"2568157","71 FOOD WHOLESALE","71 FOOD WHOLESALE","2827346","Grocery Store","Risk 2 (Medium)","2001 W 71ST ST ","CHICAGO","IL","60636","2022-12-07T00:00:00.000","Complaint Re-Inspection","Pass",,"41.76469612104134","-87.67359278470066","(41.76469612104134, -87.67359278470066)"
"2568175","OSITO'S TAP","OSITO'S TAP","2658134","Restaurant","Risk 1 (High)","2553 S RIDGEWAY AVE ","CHICAGO","IL","60623","2022-12-07T00:00:00.000","Canvass","Pass","55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ITEMS STORED ON FLOOR IN DRY STORAGE AREAS (BOXES, CHEMICALS). INSTRUCTED PERSON IN CHARGE TO ORGANIZE AND PROVIDE SHELVING MAINTAINING ITEMS AT LEAST SIX INCHES FROM THE FLOOR.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING FOR CERTIFIED MANAGER ON SITE. INSTRUCTED MANAGER TO OBTAIN ALLERGEN TRAINING AND RETAIN CERTIFICATE ON SITE FOR REVIEW. ","41.84459718759861","-87.71831255053898","(41.84459718759861, -87.71831255053898)"
"2568125","LUCIDO'S TACOS","LUCIDO'S TACOS","2834962","Restaurant","Risk 1 (High)","4147 W 26TH ST ","CHICAGO","IL","60623","2022-12-07T00:00:00.000","Canvass","Pass w/ Conditions","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND DRYING PROVISION AT REAR DISH/PREP AREA HANDSINK, NOR IN WOMEN'S WASHROOM AT HANDSINK. INSTRUCTED PERSON IN CHARGE TO PROVIDE HAND DRYING PROVISION AT ALL TIMES AT ALL HAND SINKS. PERSON IN CHARGE PROVIDED HAND DRYING PROVISION DURING INSPECTION. PRIORITY FOUNDATION 7-38-030(C). CITATION ISSUED.  | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED TCS FOOD (PORK) IN PREP AREA AT IMPROPER COLD HOLDING TEMPERATURE OF 56.1F. INSTRUCTED PERSON IN CHARGE THAT ALL COLD HELD TCS FOODS MUST BE MAINTAINED AT TEMPERATURE OF 41F OR BELOW. PERSON IN CHARGE VOLUNTARILY DENATURED AND DISCARDED 15LBS OF PORK AT A COST OF $60. PRIORITY VIOLATION 7-38-005. CITATION ISSUED.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED REAR 3-COMPARTMENT SINK WITH MISSING STOPPERS FOR MIDDLE AND LEFT SINK. INSTRUCTED PERSON IN CHARGE TO PROVIDE STOPPERS AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED ALUMINUM FOIL COVERING BOTTOMS OF TABLES. INSTRUCTED PERSON IN CHARGE TO REMOVE FOIL AND MAINTAIN SURFACES SMOOTH AND EASILY CLEANABLE.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED LIGHT BLOWN OUT IN FRONT HOOD VENTILATION SYSTEM. INSTRUCTED PERSON IN CHARGE TO REPLACE AND MAINTAIN . | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING FOR CERTIFIED MANAGER(S) ON SITE. INSTRUCTED PERSON IN CHARGE TO OBTAIN ALLERGEN TRAINING AND RETAIN CERTIFICATE ON SITE FOR REVIEW. ","41.84408571251748","-87.72880169690585","(41.84408571251748, -87.72880169690585)"
"2568101","ALI BABA DONER","ALI BABA DONER","2646313","Restaurant","Risk 1 (High)","545 W DIVERSEY PKWY ","CHICAGO","IL","60614","2022-12-07T00:00:00.000","Canvass","Out of Business",,"41.93272769715578","-87.64303962821162","(41.93272769715578, -87.64303962821162)"
"2568109","DAMEN CITGO","DAMEN CITGO","1333539","Grocery Store","Risk 2 (Medium)","6300 S DAMEN AVE ","CHICAGO","IL","60636","2022-12-07T00:00:00.000","License","Pass w/ Conditions","3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY AVAILABLE. INSTRUCTED MANAGER TO PROVIDE SIGNED DOCUMENTATION OF EMPLOYEE RESPONSIBILITY TO REPORT ANY ILLNESS TRANSMISIBLE THROUGH FOOD. PRIORITY FOUNDATION 7-38-010 | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES STORED INSIDE CABINET UNDER HAND WASHING SINK IN COFFEE SERVICE AREA. INSTRUCTED MANAGER TO REMOVE SINGLE SERVICE ARTICLES TO PROTECT FROM POTENTIAL LEAKAGE. OBSERVED SINGLE SERVICE ARTICLES STORED ON FLOOR BEHIND FRONT COUNTER. INSTRUCTED MANAGER TO ELEVATE ALL ARTICLES OFF FLOOR TO PROTECT FROM CONTAMINATION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED SOILED CARDBOARD USED AS LINER ON CHIP DISPLAY SHELVES. INSTRUCTED MANAGER TO REMOVE ALL SOILED CARDBOARD ON SHELVING UNITS. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO ATTACHED DRAINBOARD ON 3-COMPARTMENT SINK. INSTRUCTED MANAGER TO PROVIDE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DUST AND DEBRIS ON EXTERIOR SURFACES OF SHELVING UNITS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAK UNDER REAR HAND WASHING SINK IN DISH WASHING AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SPILLS ON WALLS IN FRONT PREP AREA AND DEBRIS ON FLOOR UNDER 3-COMPARTMENT SINK AND UTENSIL STORAGE SHELVING IN REAR DISH WASHING AREA. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STAINED CEILING TILES AND OPENINGS IN WALLS IN FRONT PREP AREA. INSTRUCTED MANAGER TO REPLACE/REPAIR AND MAINTAIN.","41.77922692069256","-87.67405273137854","(41.77922692069256, -87.67405273137854)"
"2568106","A TO Z FOOD MART","A TO Z FOOD MART","2882274","Grocery Store","Risk 3 (Low)","4009 N KEDZIE AVE ","CHICAGO","IL","60618","2022-12-07T00:00:00.000","License","Pass","49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN THE INTERIORS OF COOLERS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: INSTRUCTED TO INSTALL A UTILITY MOP SINK WITH HOT/COLD RUNNING WATER AND A BACK FLOW PREVENTION DEVICE.","41.95423825147382","-87.70787781706284","(41.95423825147382, -87.70787781706284)"
"2568151","ANDY'S DELI & BAKERY","ANDY'S DELI & BAKERY","1818511","Bakery","Risk 1 (High)","5454 N MILWAUKEE AVE ","CHICAGO","IL","60630","2022-12-07T00:00:00.000","Canvass","Pass","39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: INSTRUCTED TO PROPERLY STORE FOOD ITEMS 6' OFF THE FLOOR, NO MILK CRATES FOR EASY ACCESS ON CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOORS IN REAR BOILER ROOM, UNDER AND AROUND HOT WATER TANK.","41.98060128548532","-87.77241939396974","(41.98060128548532, -87.77241939396974)"
"2568181","DUNKIN DONUTS","DUNKIN DONUTS","2646824","Restaurant","Risk 2 (Medium)","5700 S CICERO AVE ","CHICAGO","IL","60638","2022-12-07T00:00:00.000","Canvass","Pass",,"41.789329323265385","-87.74164564419637","(41.789329323265385, -87.74164564419637)"
"2568152","REILLY'S DAUGHTER IRISH PUB","REILLY'S DAUGHTER IRISH PUB","2511261","Restaurant","Risk 1 (High)","5700 S CICERO AVE ","CHICAGO","IL","60638","2022-12-07T00:00:00.000","Canvass","Pass w/ Conditions","22. PROPER COLD HOLDING TEMPERATURES - Comments: THE FOLLOWING TCS FOODS AT IMPROPER COLD HOLDING TEMPERATURES IN COLD HOLDING UNIT: SOUR CREAM AT 56.9F, SALSA AT 55.0F, BLUE CHEESE DRESSING 54.9F, AND RANCH DRESSING AT 52.0F. ALL DISCARDED AND DENATURE AT THIS TIME. APPROX 10LBS $50 VALUE. CITATION ISSUED PRIORITY VIOLATION | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: COLD HOLD UNIT BEING USED IS UNABLE TO MAINTAIN PROPER COLD HOLDING TEMPERATURE, INTERNAL AIR TEMPERATURE OF 59.0F. UNIT TAGGED AND HELD FOR INSPECTION AT THIS TIME. INSTD TO NOT USE UNTIL REPAIRED AND REINSPECTED BY CDPH. CITATION ISSUED PRIORITY VIOLATION 7-38-005. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INTERIOR CABINETS OF FRYERS AND WHEELS OF ALL EQUIPMENT WITH EXCESSIVE GREASE. INSTD TO CLEAN AND MAINTAIN SAME","41.789329323265385","-87.74164564419637","(41.789329323265385, -87.74164564419637)"
"2568127","SUNFLOWER EARLY LEARNING ACADEMY","SUNFLOWER EARLY LEARNING ACADEMY","2786076","Daycare (2 - 6 Years)","Risk 1 (High)","5404-5406 W Devon AVE ","CHICAGO","IL","60646","2022-12-07T00:00:00.000","Canvass","Pass",,"41.997437541347225","-87.76401357504123","(41.997437541347225, -87.76401357504123)"
"2568130","MANN PARK","MANN PARK","2916086","Golden Diner","Risk 1 (High)","3035 E 130TH ST ","CHICAGO","IL","60633","2022-12-07T00:00:00.000","Canvass","Pass w/ Conditions","2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: PREMISES HAS NO VALID CITY OF CHICAGO SANITATION CERTIFICATE POSTED AS REQUIRED. PRIORITY FOUNDATION VIOLATION #7-38-012. ","41.6590593680836","-87.54940207672955","(41.6590593680836, -87.54940207672955)"
